"JHN.BRAIN.STRYKEER.BRAIN_STRYKER.t1_AX","COORD"
561,9699339
670,9699340
581,9699341
471,9764872
894,9764873
572,9764874
577,9764875
644,9764876
572,9764877
795,9830409
625,9830410
552,9830411
584,9830412
589,9830413
729,9895945
571,9895946
660,9895947
556,9895948
562,9895949
733,9961481
561,9961482
662,9961483
537,9961484
535,9961485
689,10027017
680,10027018
599,10027019
531,10027020
541,10027021
639,10092553
784,10092554
763,10092555
571,10092556
527,10092557
579,10158089
792,10158090
872,10158091
544,10158092
504,10158093
554,10223625
988,10223626
736,10223627
507,10223628
530,10223629
566,10289161
970,10289162
641,10289163
511,10289164
514,10289165
557,10354697
715,10354698
606,10354699
475,10354700
479,10354701
600,10420234
562,10420235
487,10420236
497,10420237
512,10485770
537,10485771
461,10485772
486,10485773
520,10551306
520,10551307
472,10551308
491,10551309
519,10616842
506,10616843
439,10616844
520,10616845
490,10682378
475,10682379
385,10682380
459,10747915
487,10747916
460,7340041
465,7405577
440,7405578
472,7471113
473,7471114
503,7536649
572,7536650
588,7602185
653,7602186
467,7602187
632,7667721
708,7667722
417,7667723
666,7733257
754,7733258
433,7733259
634,7798793
673,7798794
530,7798795
643,7864329
620,7864330
559,7864331
656,7929865
607,7929866
597,7929867
508,7929868
668,7995401
611,7995402
621,7995403
606,7995404
643,8060937
639,8060938
664,8060939
664,8060940
570,8126473
645,8126474
739,8126475
908,8126476
582,8192009
649,8192010
736,8192011
1031,8192012
777,8257545
623,8257546
684,8257547
1072,8257548
1064,8323081
623,8323082
738,8323083
1118,8323084
471,8388616
1076,8388617
593,8388618
800,8388619
1096,8388620
490,8388621
476,8454152
927,8454153
571,8454154
787,8454155
1080,8454156
473,8454157
467,8519688
740,8519689
544,8519690
736,8519691
1073,8519692
514,8519693
458,8585224
719,8585225
543,8585226
745,8585227
1003,8585228
583,8585229
459,8650760
752,8650761
653,8650762
844,8650763
988,8650764
567,8650765
444,8716296
715,8716297
696,8716298
762,8716299
1034,8716300
533,8716301
470,8781832
688,8781833
669,8781834
632,8781835
956,8781836
572,8781837
486,8847368
589,8847369
713,8847370
591,8847371
956,8847372
535,8847373
496,8912904
523,8912905
921,8912906
635,8912907
991,8912908
544,8912909
537,8978440
478,8978441
1145,8978442
666,8978443
898,8978444
600,8978445
581,9043976
501,9043977
1050,9043978
603,9043979
815,9043980
637,9043981
586,9109512
509,9109513
946,9109514
595,9109515
701,9109516
705,9109517
573,9175048
559,9175049
943,9175050
551,9175051
577,9175052
722,9175053
590,9240584
576,9240585
742,9240586
599,9240587
543,9240588
702,9240589
546,9306120
503,9306121
589,9306122
677,9306123
569,9306124
658,9306125
542,9371656
526,9371657
538,9371658
611,9371659
594,9371660
630,9371661
553,9437192
569,9437193
512,9437194
572,9437195
605,9437196
620,9437197
499,9502728
567,9502729
505,9502730
538,9502731
624,9502732
619,9502733
480,9568264
583,9568265
497,9568266
540,9568267
635,9568268
599,9568269
499,9633800
658,9633801
554,9633802
550,9633803
655,9633804
600,9633805
515,9699336
798,9699337
560,9699338
587,9699339
643,9699340
601,9699341
499,9764872
957,9764873
549,9764874
601,9764875
607,9764876
583,9764877
488,9830408
975,9830409
539,9830410
598,9830411
605,9830412
585,9830413
842,9895945
527,9895946
647,9895947
561,9895948
579,9895949
763,9961481
503,9961482
580,9961483
535,9961484
548,9961485
728,10027017
522,10027018
571,10027019
535,10027020
533,10027021
659,10092553
602,10092554
701,10092555
561,10092556
524,10092557
574,10158089
625,10158090
781,10158091
555,10158092
509,10158093
545,10223625
927,10223626
777,10223627
493,10223628
516,10223629
543,10289161
1088,10289162
707,10289163
512,10289164
530,10289165
529,10354697
927,10354698
640,10354699
502,10354700
504,10354701
526,10420233
768,10420234
590,10420235
506,10420236
484,10420237
524,10485769
536,10485770
570,10485771
480,10485772
510,10485773
504,10551306
603,10551307
485,10551308
509,10551309
533,10616842
554,10616843
476,10616844
534,10616845
506,10682378
491,10682379
377,10682380
523,10682381
502,10747914
482,10747915
436,10747916
462,10813451
488,10813452
484,7340041
493,7405577
435,7405578
525,7471113
539,7471114
594,7536649
684,7536650
622,7602185
691,7602186
471,7602187
679,7667721
693,7667722
476,7667723
714,7733257
715,7733258
452,7733259
656,7798793
668,7798794
510,7798795
669,7864329
608,7864330
565,7864331
651,7929865
577,7929866
610,7929867
468,7929868
654,7995401
567,7995402
629,7995403
578,7995404
625,8060937
635,8060938
684,8060939
619,8060940
553,8126473
667,8126474
765,8126475
714,8126476
544,8192009
651,8192010
736,8192011
873,8192012
744,8257545
650,8257546
682,8257547
964,8257548
483,8323080
990,8323081
666,8323082
653,8323083
1014,8323084
500,8388616
997,8388617
664,8388618
708,8388619
1025,8388620
501,8388621
497,8454152
818,8454153
572,8454154
758,8454155
1046,8454156
465,8454157
465,8519688
683,8519689
490,8519690
723,8519691
1036,8519692
507,8519693
468,8585224
775,8585225
469,8585226
759,8585227
936,8585228
526,8585229
476,8650760
767,8650761
496,8650762
818,8650763
975,8650764
503,8650765
472,8716296
734,8716297
529,8716298
707,8716299
1018,8716300
491,8716301
476,8781832
681,8781833
531,8781834
559,8781835
911,8781836
470,8781837
486,8847368
558,8847369
533,8847370
512,8847371
909,8847372
478,8847373
511,8912904
514,8912905
679,8912906
550,8912907
908,8912908
522,8912909
538,8978440
465,8978441
961,8978442
565,8978443
791,8978444
557,8978445
552,9043976
482,9043977
1070,9043978
516,9043979
654,9043980
642,9043981
549,9109512
503,9109513
1105,9109514
553,9109515
554,9109516
710,9109517
562,9175048
538,9175049
1023,9175050
555,9175051
548,9175052
741,9175053
583,9240584
543,9240585
818,9240586
629,9240587
556,9240588
723,9240589
553,9306120
504,9306121
669,9306122
694,9306123
582,9306124
675,9306125
561,9371656
523,9371657
537,9371658
610,9371659
590,9371660
657,9371661
587,9437192
564,9437193
536,9437194
571,9437195
576,9437196
656,9437197
551,9502728
585,9502729
524,9502730
552,9502731
594,9502732
612,9502733
503,9568264
562,9568265
500,9568266
554,9568267
585,9568268
588,9568269
493,9633800
588,9633801
498,9633802
551,9633803
607,9633804
630,9633805
502,9699336
705,9699337
535,9699338
567,9699339
581,9699340
627,9699341
488,9764872
899,9764873
562,9764874
596,9764875
559,9764876
593,9764877
499,9830408
1014,9830409
534,9830410
620,9830411
569,9830412
568,9830413
500,9895944
997,9895945
573,9895946
606,9895947
539,9895948
577,9895949
485,9961480
936,9961481
555,9961482
540,9961483
528,9961484
568,9961485
866,10027017
549,10027018
534,10027019
535,10027020
526,10027021
756,10092553
561,10092554
595,10092555
592,10092556
528,10092557
615,10158089
607,10158090
705,10158091
538,10158092
530,10158093
558,10223625
888,10223626
812,10223627
460,10223628
515,10223629
525,10289161
1040,10289162
819,10289163
499,10289164
514,10289165
525,10354697
1051,10354698
745,10354699
499,10354700
507,10354701
513,10420233
972,10420234
648,10420235
514,10420236
475,10420237
490,10485769
700,10485770
593,10485771
516,10485772
485,10485773
511,10551305
539,10551306
629,10551307
485,10551308
512,10551309
525,10616842
598,10616843
493,10616844
529,10616845
550,10682378
542,10682379
444,10682380
517,10682381
524,10747914
529,10747915
422,10747916
475,10747917
527,10813450
498,10813451
461,10813452
495,7340041
514,7405577
436,7405578
576,7471113
614,7471114
655,7536649
756,7536650
640,7602185
696,7602186
457,7602187
723,7667721
667,7667722
484,7667723
744,7733257
647,7733258
452,7733259
624,7798793
619,7798794
495,7798795
647,7864329
585,7864330
580,7864331
633,7929865
535,7929866
605,7929867
618,7995401
562,7995402
639,7995403
531,7995404
617,8060937
671,8060938
709,8060939
590,8060940
575,8126473
676,8126474
772,8126475
607,8126476
556,8192009
685,8192010
744,8192011
713,8192012
475,8257544
707,8257545
691,8257546
693,8257547
823,8257548
504,8323080
898,8323081
725,8323082
606,8323083
913,8323084
511,8388616
906,8388617
671,8388618
589,8388619
960,8388620
495,8454152
772,8454153
520,8454154
615,8454155
954,8454156
459,8454157
494,8519688
686,8519689
505,8519690
651,8519691
950,8519692
495,8519693
491,8585224
754,8585225
472,8585226
727,8585227
926,8585228
466,8585229
494,8650760
740,8650761
459,8650762
727,8650763
926,8650764
440,8650765
499,8716296
745,8716297
476,8716298
630,8716299
925,8716300
440,8716301
493,8781832
719,8781833
490,8781834
510,8781835
905,8781836
437,8781837
514,8847368
598,8847369
476,8847370
481,8847371
880,8847372
444,8847373
547,8912904
523,8912905
521,8912906
517,8912907
812,8912908
499,8912909
573,8978440
492,8978441
660,8978442
523,8978443
680,8978444
552,8978445
561,9043976
502,9043977
780,9043978
487,9043979
594,9043980
625,9043981
544,9109512
532,9109513
904,9109514
514,9109515
577,9109516
692,9109517
584,9175048
514,9175049
890,9175050
560,9175051
549,9175052
737,9175053
611,9240584
504,9240585
746,9240586
695,9240587
573,9240588
741,9240589
611,9306120
517,9306121
612,9306122
761,9306123
643,9306124
692,9306125
618,9371656
517,9371657
541,9371658
662,9371659
634,9371660
666,9371661
621,9437192
559,9437193
531,9437194
630,9437195
592,9437196
654,9437197
606,9502728
582,9502729
503,9502730
573,9502731
588,9502732
613,9502733
566,9568264
567,9568265
471,9568266
539,9568267
573,9568268
603,9568269
531,9633800
555,9633801
453,9633802
546,9633803
574,9633804
625,9633805
507,9699336
612,9699337
497,9699338
555,9699339
551,9699340
631,9699341
506,9764872
757,9764873
513,9764874
586,9764875
551,9764876
620,9764877
536,9830408
863,9830409
525,9830410
607,9830411
558,9830412
590,9830413
534,9895944
1009,9895945
579,9895946
593,9895947
563,9895948
579,9895949
498,9961480
1080,9961481
588,9961482
566,9961483
578,9961484
568,9961485
487,10027016
1013,10027017
622,10027018
564,10027019
589,10027020
536,10027021
908,10092553
609,10092554
609,10092555
717,10092556
517,10092557
754,10158089
618,10158090
694,10158091
622,10158092
534,10158093
647,10223625
758,10223626
804,10223627
435,10223628
544,10223629
569,10289161
851,10289162
918,10289163
479,10289164
510,10289165
560,10354697
968,10354698
919,10354699
488,10354700
498,10354701
563,10420233
1069,10420234
795,10420235
516,10420236
482,10420237
522,10485769
949,10485770
674,10485771
527,10485772
484,10485773
536,10551305
670,10551306
621,10551307
477,10551308
512,10551309
544,10616841
538,10616842
619,10616843
493,10616844
506,10616845
590,10682378
605,10682379
485,10682380
505,10682381
573,10747914
562,10747915
433,10747916
503,10747917
559,10813450
536,10813451
457,10813452
496,10878987
484,10878988
492,7340041
510,7405577
460,7405578
622,7471113
637,7471114
677,7536649
763,7536650
648,7602185
683,7602186
716,7667721
678,7667722
483,7667723
697,7733257
693,7733258
447,7733259
599,7798793
593,7798794
514,7798795
619,7864329
531,7864330
600,7864331
626,7929865
519,7929866
598,7929867
626,7995401
619,7995402
633,7995403
466,7995404
640,8060937
709,8060938
707,8060939
556,8060940
613,8126473
693,8126474
751,8126475
605,8126476
593,8192009
725,8192010
750,8192011
648,8192012
480,8257544
681,8257545
661,8257546
682,8257547
696,8257548
514,8323080
809,8323081
667,8323082
596,8323083
802,8323084
506,8388616
886,8388617
600,8388618
535,8388619
861,8388620
500,8454152
899,8454153
479,8454154
483,8454155
823,8454156
527,8519688
734,8519689
543,8519690
524,8519691
862,8519692
508,8585224
670,8585225
501,8585226
610,8585227
899,8585228
475,8585229
512,8650760
694,8650761
465,8650762
631,8650763
853,8650764
447,8650765
497,8716296
749,8716297
463,8716298
553,8716299
856,8716300
426,8716301
496,8781832
797,8781833
473,8781834
499,8781835
903,8781836
442,8781837
524,8847368
652,8847369
503,8847370
483,8847371
870,8847372
442,8847373
560,8912904
542,8912905
501,8912906
482,8912907
755,8912908
474,8912909
606,8978440
536,8978441
509,8978442
509,8978443
643,8978444
539,8978445
585,9043976
525,9043977
502,9043978
506,9043979
598,9043980
605,9043981
586,9109512
516,9109513
565,9109514
496,9109515
610,9109516
684,9109517
646,9175048
492,9175049
625,9175050
552,9175051
550,9175052
748,9175053
660,9240584
508,9240585
571,9240586
737,9240587
594,9240588
775,9240589
666,9306120
515,9306121
517,9306122
806,9306123
718,9306124
733,9306125
676,9371656
504,9371657
510,9371658
734,9371659
665,9371660
675,9371661
647,9437192
529,9437193
477,9437194
691,9437195
633,9437196
636,9437197
635,9502728
538,9502729
459,9502730
598,9502731
629,9502732
629,9502733
656,9568264
546,9568265
449,9568266
551,9568267
612,9568268
640,9568269
615,9633800
542,9633801
455,9633802
559,9633803
592,9633804
629,9633805
588,9699336
543,9699337
487,9699338
575,9699339
555,9699340
639,9699341
604,9764872
612,9764873
464,9764874
596,9764875
570,9764876
648,9764877
580,9830408
694,9830409
485,9830410
602,9830411
594,9830412
621,9830413
553,9895944
855,9895945
552,9895946
621,9895947
602,9895948
602,9895949
515,9961480
992,9961481
574,9961482
637,9961483
613,9961484
571,9961485
502,10027016
969,10027017
585,10027018
677,10027019
647,10027020
549,10027021
494,10092552
948,10092553
584,10092554
702,10092555
764,10092556
523,10092557
884,10158089
579,10158090
686,10158091
737,10158092
546,10158093
758,10223625
583,10223626
732,10223627
539,10223628
561,10223629
664,10289161
626,10289162
880,10289163
473,10289164
520,10289165
630,10354697
747,10354698
968,10354699
492,10354700
500,10354701
629,10420233
991,10420234
927,10420235
510,10420236
496,10420237
594,10485769
1128,10485770
830,10485771
493,10485772
519,10485773
560,10551305
855,10551306
698,10551307
487,10551308
517,10551309
532,10616841
579,10616842
628,10616843
490,10616844
506,10616845
517,10682377
609,10682378
618,10682379
491,10682380
515,10682381
637,10747914
592,10747915
436,10747916
508,10747917
594,10813450
561,10813451
421,10813452
483,10813453
562,10878986
516,10878987
527,10878988
491,7340041
527,7405577
492,7405578
658,7471113
702,7471114
719,7536649
775,7536650
694,7602185
688,7602186
671,7667721
717,7667722
503,7667723
627,7733257
785,7733258
468,7733259
618,7798793
631,7798794
538,7798795
627,7864329
488,7864330
607,7864331
628,7929865
523,7929866
629,7929867
629,7995401
644,7995402
673,7995403
436,7995404
631,8060937
689,8060938
713,8060939
531,8060940
597,8126473
664,8126474
747,8126475
594,8126476
505,8192008
588,8192009
676,8192010
732,8192011
612,8192012
502,8257544
664,8257545
581,8257546
653,8257547
645,8257548
528,8323080
750,8323081
517,8323082
592,8323083
693,8323084
527,8388616
844,8388617
494,8388618
537,8388619
728,8388620
526,8454152
995,8454153
459,8454154
474,8454155
729,8454156
522,8519688
881,8519689
511,8519690
456,8519691
787,8519692
490,8585224
689,8585225
490,8585226
509,8585227
807,8585228
508,8650760
681,8650761
453,8650762
561,8650763
795,8650764
465,8650765
490,8716296
727,8716297
472,8716298
514,8716299
849,8716300
456,8716301
490,8781832
774,8781833
469,8781834
509,8781835
902,8781836
451,8781837
498,8847368
639,8847369
493,8847370
501,8847371
872,8847372
418,8847373
527,8912904
551,8912905
511,8912906
474,8912907
734,8912908
448,8912909
590,8978440
567,8978441
520,8978442
488,8978443
657,8978444
505,8978445
597,9043976
532,9043977
480,9043978
504,9043979
604,9043980
567,9043981
629,9109512
498,9109513
486,9109514
505,9109515
567,9109516
663,9109517
686,9175048
489,9175049
522,9175050
537,9175051
540,9175052
746,9175053
698,9240584
508,9240585
496,9240586
679,9240587
606,9240588
787,9240589
700,9306120
505,9306121
482,9306122
714,9306123
740,9306124
776,9306125
678,9371656
497,9371657
472,9371658
653,9371659
665,9371660
727,9371661
667,9437192
501,9437193
466,9437194
614,9437195
637,9437196
683,9437197
662,9502728
508,9502729
453,9502730
570,9502731
636,9502732
665,9502733
696,9568264
518,9568265
464,9568266
572,9568267
622,9568268
653,9568269
674,9633800
515,9633801
492,9633802
563,9633803
611,9633804
644,9633805
657,9699336
515,9699337
475,9699338
573,9699339
567,9699340
648,9699341
684,9764872
550,9764873
448,9764874
608,9764875
578,9764876
626,9764877
612,9830408
604,9830409
467,9830410
645,9830411
574,9830412
605,9830413
580,9895944
682,9895945
524,9895946
692,9895947
578,9895948
603,9895949
549,9961480
752,9961481
540,9961482
704,9961483
589,9961484
586,9961485
508,10027016
772,10027017
510,10027018
694,10027019
626,10027020
564,10027021
508,10092552
835,10092553
513,10092554
652,10092555
668,10092556
555,10092557
507,10158088
878,10158089
527,10158090
609,10158091
709,10158092
573,10158093
844,10223625
508,10223626
641,10223627
685,10223628
553,10223629
783,10289161
530,10289162
742,10289163
552,10289164
528,10289165
725,10354697
578,10354698
860,10354699
499,10354700
520,10354701
687,10420233
789,10420234
925,10420235
502,10420236
513,10420237
631,10485769
1097,10485770
911,10485771
495,10485772
521,10485773
572,10551305
1018,10551306
796,10551307
528,10551308
518,10551309
545,10616841
727,10616842
667,10616843
498,10616844
526,10616845
538,10682377
670,10682378
630,10682379
489,10682380
519,10682381
532,10747913
698,10747914
640,10747915
440,10747916
489,10747917
510,10813449
642,10813450
604,10813451
363,10813452
476,10813453
584,10878986
542,10878987
482,10878988
493,10878989
537,10944522
523,10944523
459,10944524
493,7340041
549,7405577
506,7405578
698,7471113
804,7471114
765,7536649
817,7536650
730,7602185
682,7602186
653,7667721
717,7667722
518,7667723
599,7733257
745,7733258
501,7733259
617,7798793
628,7798794
540,7798795
647,7864329
476,7864330
618,7864331
628,7929865
529,7929866
676,7929867
604,7995401
631,7995402
743,7995403
478,7995404
484,8060936
618,8060937
629,8060938
732,8060939
476,8060940
461,8126472
571,8126473
591,8126474
747,8126475
540,8126476
485,8192008
592,8192009
583,8192010
728,8192011
564,8192012
473,8257544
660,8257545
540,8257546
644,8257547
638,8257548
519,8323080
734,8323081
461,8323082
590,8323083
634,8323084
541,8388616
785,8388617
413,8388618
534,8388619
661,8388620
537,8454152
943,8454153
415,8454154
487,8454155
702,8454156
502,8519688
1017,8519689
463,8519690
463,8519691
723,8519692
494,8585224
803,8585225
482,8585226
490,8585227
770,8585228
499,8650760
757,8650761
476,8650762
529,8650763
756,8650764
456,8650765
490,8716296
754,8716297
524,8716298
518,8716299
829,8716300
473,8716301
511,8781832
683,8781833
521,8781834
501,8781835
925,8781836
479,8781837
491,8847368
590,8847369
491,8847370
506,8847371
900,8847372
394,8847373
506,8912904
525,8912905
502,8912906
502,8912907
793,8912908
421,8912909
574,8978440
562,8978441
518,8978442
479,8978443
675,8978444
498,8978445
621,9043976
539,9043977
507,9043978
468,9043979
608,9043980
529,9043981
654,9109512
509,9109513
521,9109514
499,9109515
559,9109516
615,9109517
680,9175048
492,9175049
532,9175050
531,9175051
536,9175052
693,9175053
706,9240584
487,9240585
487,9240586
612,9240587
594,9240588
749,9240589
711,9306120
504,9306121
466,9306122
614,9306123
722,9306124
777,9306125
663,9371656
492,9371657
457,9371658
503,9371659
709,9371660
763,9371661
690,9437192
501,9437193
478,9437194
510,9437195
640,9437196
740,9437197
691,9502728
509,9502729
481,9502730
528,9502731
615,9502732
710,9502733
675,9568264
512,9568265
476,9568266
577,9568267
606,9568268
657,9568269
694,9633800
502,9633801
499,9633802
608,9633803
574,9633804
642,9633805
678,9699336
510,9699337
455,9699338
596,9699339
557,9699340
634,9699341
695,9764872
535,9764873
452,9764874
654,9764875
561,9764876
604,9764877
647,9830408
543,9830409
484,9830410
694,9830411
532,9830412
590,9830413
605,9895944
583,9895945
484,9895946
730,9895947
557,9895948
590,9895949
573,9961480
599,9961481
481,9961482
690,9961483
564,9961484
576,9961485
509,10027016
660,10027017
479,10027018
588,10027019
579,10027020
565,10027021
504,10092552
733,10092553
502,10092554
562,10092555
607,10092556
566,10092557
508,10158088
805,10158089
490,10158090
564,10158091
637,10158092
568,10158093
528,10223624
894,10223625
479,10223626
564,10223627
704,10223628
551,10223629
883,10289161
522,10289162
646,10289163
662,10289164
529,10289165
841,10354697
507,10354698
779,10354699
541,10354700
521,10354701
781,10420233
632,10420234
869,10420235
510,10420236
517,10420237
701,10485769
946,10485770
888,10485771
527,10485772
519,10485773
625,10551305
1103,10551306
844,10551307
539,10551308
533,10551309
580,10616841
988,10616842
750,10616843
509,10616844
531,10616845
563,10682377
827,10682378
695,10682379
485,10682380
506,10682381
524,10747913
795,10747914
681,10747915
469,10747916
481,10747917
522,10813449
698,10813450
647,10813451
393,10813452
489,10813453
542,10878985
601,10878986
596,10878987
397,10878988
487,10878989
578,10944522
552,10944523
421,10944524
491,7340041
552,7405577
504,7405578
742,7471113
839,7471114
800,7536649
858,7536650
727,7602185
659,7602186
654,7667721
647,7667722
524,7667723
597,7733257
627,7733258
533,7733259
600,7798793
587,7798794
535,7798795
668,7864329
473,7864330
648,7864331
630,7929865
547,7929866
707,7929867
501,7995400
610,7995401
638,7995402
761,7995403
464,8060936
629,8060937
584,8060938
738,8060939
434,8060940
457,8126472
571,8126473
564,8126474
711,8126475
502,8126476
466,8192008
616,8192009
560,8192010
750,8192011
559,8192012
459,8257544
648,8257545
533,8257546
673,8257547
620,8257548
491,8323080
723,8323081
484,8323082
574,8323083
611,8323084
534,8388616
750,8388617
416,8388618
514,8388619
677,8388620
569,8454152
833,8454153
402,8454154
477,8454155
708,8454156
523,8519688
959,8519689
459,8519690
478,8519691
705,8519692
526,8585224
849,8585225
500,8585226
492,8585227
789,8585228
504,8650760
856,8650761
499,8650762
516,8650763
765,8650764
487,8716296
863,8716297
534,8716298
515,8716299
807,8716300
486,8716301
525,8781832
695,8781833
537,8781834
495,8781835
909,8781836
505,8781837
510,8847368
537,8847369
502,8847370
505,8847371
917,8847372
426,8847373
535,8912904
495,8912905
503,8912906
517,8912907
873,8912908
406,8912909
602,8978440
540,8978441
513,8978442
502,8978443
695,8978444
487,8978445
628,9043976
544,9043977
516,9043978
454,9043979
610,9043980
526,9043981
646,9109512
533,9109513
511,9109514
466,9109515
593,9109516
582,9109517
662,9175048
507,9175049
505,9175050
521,9175051
554,9175052
631,9175053
662,9240584
492,9240585
476,9240586
585,9240587
572,9240588
684,9240589
670,9306120
509,9306121
490,9306122
585,9306123
689,9306124
733,9306125
664,9371656
470,9371657
477,9371658
479,9371659
761,9371660
727,9371661
708,9437192
494,9437193
460,9437194
536,9437195
674,9437196
728,9437197
699,9502728
512,9502729
477,9502730
578,9502731
616,9502732
726,9502733
654,9568264
498,9568265
468,9568266
657,9568267
617,9568268
688,9568269
705,9633800
503,9633801
471,9633802
736,9633803
568,9633804
651,9633805
709,9699336
513,9699337
459,9699338
696,9699339
544,9699340
625,9699341
709,9764872
518,9764873
479,9764874
706,9764875
537,9764876
628,9764877
686,9830408
509,9830409
490,9830410
681,9830411
540,9830412
604,9830413
607,9895944
541,9895945
475,9895946
665,9895947
572,9895948
586,9895949
571,9961480
551,9961481
446,9961482
606,9961483
553,9961484
550,9961485
522,10027016
636,10027017
478,10027018
517,10027019
560,10027020
535,10027021
506,10092552
686,10092553
505,10092554
570,10092555
594,10092556
559,10092557
518,10158088
749,10158089
451,10158090
582,10158091
616,10158092
544,10158093
533,10223624
871,10223625
460,10223626
525,10223627
666,10223628
551,10223629
518,10289160
924,10289161
510,10289162
600,10289163
690,10289164
531,10289165
940,10354697
487,10354698
725,10354699
582,10354700
503,10354701
885,10420233
600,10420234
826,10420235
522,10420236
526,10420237
832,10485769
832,10485770
867,10485771
501,10485772
552,10485773
724,10551305
1081,10551306
889,10551307
490,10551308
557,10551309
623,10616841
1189,10616842
819,10616843
514,10616844
528,10616845
587,10682377
994,10682378
709,10682379
491,10682380
497,10682381
533,10747913
896,10747914
681,10747915
500,10747916
486,10747917
538,10813449
760,10813450
679,10813451
476,10813452
484,10813453
540,10878985
608,10878986
656,10878987
412,10878988
477,10878989
524,10944521
637,10944522
589,10944523
409,10944524
493,10944525
580,11010058
390,11010060
478,7340041
555,7405577
498,7405578
771,7471113
802,7471114
842,7536649
896,7536650
741,7602185
676,7602186
642,7667721
563,7667722
591,7733257
578,7733258
539,7733259
590,7798793
593,7798794
541,7798795
499,7864328
651,7864329
492,7864330
659,7864331
504,7929864
624,7929865
552,7929866
718,7929867
500,7995400
628,7995401
643,7995402
732,7995403
458,8060936
644,8060937
579,8060938
747,8060939
476,8060940
439,8126472
587,8126473
586,8126474
685,8126475
513,8126476
450,8192008
595,8192009
622,8192010
759,8192011
559,8192012
509,8257544
629,8257545
543,8257546
718,8257547
584,8257548
508,8323080
719,8323081
452,8323082
546,8323083
610,8323084
536,8388616
715,8388617
452,8388618
501,8388619
691,8388620
652,8454152
788,8454153
444,8454154
484,8454155
711,8454156
600,8519688
844,8519689
479,8519690
474,8519691
716,8519692
499,8585224
775,8585225
509,8585226
477,8585227
770,8585228
498,8650760
790,8650761
480,8650762
488,8650763
822,8650764
500,8716296
881,8716297
496,8716298
482,8716299
817,8716300
509,8781832
844,8781833
488,8781834
509,8781835
817,8781836
512,8781837
525,8847368
586,8847369
481,8847370
522,8847371
868,8847372
464,8847373
577,8912904
505,8912905
510,8912906
505,8912907
856,8912908
417,8912909
635,8978440
537,8978441
527,8978442
520,8978443
709,8978444
451,8978445
619,9043976
546,9043977
528,9043978
477,9043979
613,9043980
538,9043981
622,9109512
555,9109513
493,9109514
450,9109515
596,9109516
575,9109517
644,9175048
534,9175049
477,9175050
484,9175051
554,9175052
601,9175053
631,9240584
511,9240585
485,9240586
523,9240587
545,9240588
644,9240589
631,9306120
497,9306121
512,9306122
543,9306123
620,9306124
685,9306125
662,9371656
466,9371657
491,9371658
543,9371659
728,9371660
682,9371661
709,9437192
466,9437193
452,9437194
614,9437195
723,9437196
683,9437197
709,9502728
487,9502729
453,9502730
691,9502731
672,9502732
715,9502733
690,9568264
487,9568265
466,9568266
773,9568267
650,9568268
724,9568269
708,9633800
513,9633801
460,9633802
812,9633803
594,9633804
669,9633805
742,9699336
526,9699337
472,9699338
732,9699339
550,9699340
633,9699341
752,9764872
503,9764873
493,9764874
648,9764875
538,9764876
659,9764877
706,9830408
506,9830409
480,9830410
594,9830411
542,9830412
610,9830413
618,9895944
523,9895945
488,9895946
553,9895947
551,9895948
564,9895949
565,9961480
545,9961481
468,9961482
545,9961483
552,9961484
548,9961485
536,10027016
597,10027017
502,10027018
543,10027019
563,10027020
529,10027021
526,10092552
652,10092553
472,10092554
593,10092555
562,10092556
567,10092557
555,10158088
731,10158089
459,10158090
589,10158091
596,10158092
547,10158093
532,10223624
799,10223625
499,10223626
555,10223627
667,10223628
544,10223629
524,10289160
872,10289161
500,10289162
577,10289163
637,10289164
536,10289165
519,10354696
924,10354697
499,10354698
650,10354699
550,10354700
512,10354701
935,10420233
612,10420234
804,10420235
512,10420236
565,10420237
915,10485769
810,10485770
858,10485771
491,10485772
578,10485773
790,10551305
1038,10551306
867,10551307
499,10551308
563,10551309
670,10616841
1215,10616842
791,10616843
519,10616844
538,10616845
614,10682377
1027,10682378
646,10682379
509,10682380
502,10682381
567,10747913
886,10747914
650,10747915
505,10747916
489,10747917
557,10813449
793,10813450
687,10813451
494,10813452
477,10813453
535,10878985
646,10878986
671,10878987
478,10878988
484,10878989
520,10944521
662,10944522
652,10944523
455,10944524
507,10944525
514,11010057
627,11010058
588,11010059
445,11010060
504,11010061
472,7340041
551,7405577
771,7471113
763,7471114
878,7536649
945,7536650
772,7602185
730,7602186
627,7667721
534,7667722
566,7733257
556,7733258
527,7733259
552,7798793
591,7798794
562,7798795
514,7864328
594,7864329
520,7864330
638,7864331
508,7929864
594,7929865
541,7929866
709,7929867
510,7995400
602,7995401
619,7995402
733,7995403
470,8060936
655,8060937
587,8060938
764,8060939
512,8060940
432,8126472
605,8126473
588,8126474
702,8126475
506,8126476
438,8192008
564,8192009
649,8192010
750,8192011
526,8192012
480,8257544
647,8257545
535,8257546
729,8257547
555,8257548
508,8323080
745,8323081
393,8323082
545,8323083
608,8323084
530,8388616
705,8388617
427,8388618
500,8388619
657,8388620
654,8454152
807,8454153
459,8454154
488,8454155
708,8454156
638,8519688
862,8519689
481,8519690
484,8519691
718,8519692
490,8585224
727,8585225
499,8585226
481,8585227
749,8585228
494,8650760
650,8650761
480,8650762
460,8650763
843,8650764
514,8716296
759,8716297
501,8716298
468,8716299
834,8716300
503,8781832
927,8781833
488,8781834
505,8781835
760,8781836
